j,K,Y,k,m,z,t,T,P,f,{,Q,a,?,L,z,:,g,3,8,O,z,D,4,C,0,%,t,F,S,I,{,T,&,>,$,i,p,!,l,H,@,Z,6,?,:,N,d,F,:,S,&,E,1,%,?,&,q,s,J,R,},S,4,{,E,V,:,*,S,S,U,$,{,f,>,y,1,c,I,H,(,F,G,Q,R,I,),3,a,!,y,N,>,P,C,V,a,x,Q
K,*,C,$,:,X,m,h,z,},},N,C,h,#,d,3,3,w,m,7,q,),9,O,>,j,N,y,a,z,_,),*,K,u,c,;,i,_,V,_,k,],>,H,4,j,?,m,e,D,c,a,v,u,:,(,p,F,j,e,Y,],D,p,1,*,7,:,a,c,R,m,V,I,},(,5,H,A,8,Y,$,P,Q,J,J,:,i,W,^,I,;,y,e,h,D,2,>
q,N,<,},C,G,9,8,5,<,t,%,J,&,_,m,A,j,a,&,7,@,},k,Y,<,<,S,n,:,D,4,a,7,u,g,m,9,},#,O,l,t,t,7,A,G,",",q,d,b,y,5,9,M,.,B,I,J,S,q,q,j,j,R,_,5,%,N,I,a,Q,!,<,x,J,x,D,{,g,),g,5,G,.,h,1,Q,Z,_,r,V,l,e,Q,3,o,},R,P
n,n,0,i,{,h,s,n,w,_,v,",",e,J,$,g,q,M,I,3,l,X,K,#,b,6,k,K,y,.,r,g,i,e,o,0,s,x,Q,&,4,c,:,K,f,5,b,N,[,u,x,8,M,q,:,J,e,j,],w,Y,^,7,z,?,V,a,6,;,*,f,f,@,N,t,<,r,],e,>,_,d,R,4,l,S,<,X,C,i,.,V,v,(,W,&,#,d,o,Y
5,r,$,E,A,4,;,q,4,),2,",",.,7,),5,s,0,G,Z,N,P,S,2,:,x,a,H,],n,?,r,?,v,O,.,G,P,>,x,&,R,u,w,m,I,U,X,2,Q,g,^,2,m,6,z,o,V,{,R,#,g,f,X,O,6,p,E,k,M,n,L,[,2,V,X,J,*,f,*,k,T,n,E,a,O,p,t,(,&,;,>,E,r,.,C,f,k,!,&
I,*,H,r,Q,^,M,H,j,h,P,],},A,b,C,n,1,X,S,i,b,v,4,7,{,q,O,X,S,H,6,),V,c,W,%,M,2,l,G,6,x,>,.,},6,;,B,2,n,@,4,H,a,d,},T,I,y,[,1,K,C,v,.,T,.,t,D,r,b,F,$,P,M,d,G,r,8,r,9,T,D,{,L,h,3,t,G,e,s,4,B,L,X,2,m,4,O
:,],:,8,x,I,V,*,N,*,&,I,2,J,{,K,.,Q,K,8,j,3,v,6,e,w,z,S,[,x,Y,?,p,X,8,O,&,},e,t,H,0,a,F,b,r,k,9,q,M,1,D,(,N,@,o,5,;,A,F,Z,Q,j,_,v,>,j,8,@,Z,T,$,(,!,2,.,N,X,I,l,c,F,U,H,J,k,1,1,^,>,!,3,k,5,r,Z,7,H,!,r
:,B,y,K,E,z,E,y,A,^,m,T,3,3,K,%,%,g,3,&,$,w,F,4,K,q,!,L,k,c,I,H,o,#,F,T,{,?,2,5,x,H,L,7,.,;,U,o,I,4,3,c,z,q,c,D,(,6,A,x,v,J,.,d,7,H,%,8,j,3,@,v,.,2,o,v,Y,W,Y,;,},[,j,<,M,Y,6,6,),<,x,0,K,z,N,),1,A,*,e
Z,h,P,k,e,E,",",V,j,0,o,;,v,N,*,n,L,l,y,Q,u,j,U,q,*,4,#,Z,O,B,_,J,A,m,k,o,!,M,o,6,V,%,&,p,I,1,H,{,.,j,A,R,n,Q,n,v,b,Z,;,*,5,T,v,Z,H,J,N,0,&,[,M,C,%,K,),r,s,[,O,?,*,B,t,N,Y,",",:,W,*,f,7,9,s,$,0,},t,G,m,x
Q,&,u,u,O,J,>,9,p,#,C,^,;,r,f,},P,E,",",w,1,D,9,V,g,J,s,$,},#,[,A,M,v,.,f,J,J,M,5,v,1,j,@,M,X,s,X,e,;,(,k,U,O,v,9,U,C,},8,v,],I,),V,H,6,3,0,8,C,4,6,P,S,w,z,h,",",S,K,$,f,r,g,V,[,o,O,h,A,$,N,V,.,1,m,x,(,[
{,1,l,p,c,.,p,J,Z,(,h,c,V,],L,0,[,X,o,o,a,.,(,U,X,5,W,4,z,6,C,A,%,D,?,m,a,$,g,L,(,>,e,r,X,G,},N,C,>,f,u,m,1,h,5,f,s,},v,5,7,X,L,9,g,C,&,;,E,C,<,H,4,3,s,.,Y,j,6,F,Y,],N,[,9,W,2,j,w,b,[,Q,},?,",",Z,9,^,o
v,},e,},",",P,5,2,D,<,l,2,q,V,Q,m,T,x,K,g,9,E,t,!,a,;,*,m,t,*,S,:,{,3,a,:,W,W,%,H,Y,l,i,3,I,J,I,M,5,9,p,#,H,X,),),H,l,w,5,D,3,],A,p,G,J,E,k,W,[,e,Q,R,3,&,.,T,8,W,u,I,6,},",",8,",",N,I,L,8,;,U,4,a,S,l,3,m,t
6,<,b,#,Q,;,9,8,U,t,$,p,A,O,o,q,b,Y,",",0,),Q,#,0,d,K,&,N,b,],l,[,o,Z,B,R,b,G,H,o,m,6,B,#,u,@,2,g,A,7,Z,j,k,l,U,O,O,p,w,_,b,m,W,o,C,],q,N,w,a,{,y,t,d,&,h,N,%,c,_,{,p,I,y,],c,i,8,),j,k,s,;,8,y,n,w,2,[,9
$,H,:,A,T,],I,},i,^,w,M,],1,N,q,n,2,9,.,5,7,f,1,_,<,7,U,*,T,x,(,I,#,V,$,j,?,{,5,},>,v,O,Y,1,},;,&,9,j,a,X,q,#,1,],d,p,8,a,d,F,;,[,J,S,8,v,s,s,(,{,!,p,[,m,T,E,5,Y,9,U,J,t,[,$,F,p,#,7,[,7,.,i,E,w,I,(,G
n,V,8,F,],Y,?,^,s,L,4,H,m,r,a,g,9,X,P,T,o,Z,b,h,$,i,C,W,},M,F,o,y,#,*,6,P,Y,",",},V,(,?,8,$,},8,t,],?,R,@,L,o,{,O,O,c,9,j,S,C,@,X,#,d,S,:,!,C,f,Q,m,X,$,c,X,:,$,?,P,z,a,f,_,D,v,u,l,K,i,B,D,e,*,V,j,t,N,f
H,",",x,a,B,#,W,Z,H,_,4,m,7,j,x,N,j,r,?,h,3,3,w,x,R,p,M,2,A,3,p,),B,>,{,h,m,u,E,<,N,3,",",5,",",_,c,I,T,B,f,1,],#,x,&,2,(,Q,T,R,f,),Y,A,f,l,%,],h,^,c,g,5,L,M,{,),b,o,*,M,I,u,g,*,h,1,e,R,<,U,g,",",:,p,",",c,8,h
v,d,H,%,R,},$,H,;,4,},v,l,z,W,>,Z,V,y,U,M,b,v,N,X,y,A,d,j,B,s,x,Y,E,@,9,Y,2,e,5,.,z,T,l,b,m,?,u,b,u,I,z,A,},T,X,U,A,0,j,N,],r,e,f,4,Y,9,@,y,R,S,#,@,5,;,l,.,5,7,S,*,$,Z,J,L,?,p,},!,y,D,b,(,),l,X,G,i,D
_,Z,Q,P,O,T,!,5,1,),p,8,.,8,6,?,G,%,[,w,C,B,&,M,>,L,P,K,F,8,7,9,y,o,8,Q,@,f,&,_,&,N,m,<,b,!,8,^,m,Y,;,_,O,b,h,:,^,a,Z,t,k,V,L,],8,V,D,),I,_,H,s,c,i,M,a,z,G,o,Z,y,G,R,M,[,e,$,W,C,0,Z,?,l,O,m,T,O,9,5,9
%,L,b,N,B,^,s,Q,1,R,(,A,:,D,d,@,g,F,u,&,r,(,P,z,],4,1,t,o,k,A,X,;,Z,5,D,c,B,.,D,U,),Y,u,Y,E,%,O,],*,;,*,W,*,H,},5,c,%,m,n,N,q,e,E,O,f,b,w,0,F,",",M,c,:,M,l,w,K,9,L,U,#,J,",",@,K,Q,],%,B,D,.,7,h,.,_,a,J,u
V,w,(,K,o,E,C,J,M,S,b,",",.,k,r,9,!,R,u,?,:,U,P,5,i,P,R,$,i,M,$,{,%,s,;,>,7,A,<,h,g,Z,},M,2,3,j,B,#,b,L,Y,H,E,4,s,1,S,D,W,B,.,z,O,@,m,V,(,8,L,^,e,v,S,{,W,D,:,p,c,w,g,n,w,0,E,f,C,Y,p,?,#,S,n,a,i,Q,6,l,}
q,Z,G,t,6,5,2,v,_,z,d,0,E,x,$,o,s,;,R,2,x,A,],n,s,&,z,N,O,S,d,<,B,j,D,6,^,w,",",s,p,1,:,),N,Q,*,y,s,Y,T,e,h,B,v,T,^,#,4,4,0,.,w,<,],o,?,#,L,K,@,7,#,{,{,y,b,*,7,o,},l,],i,.,n,j,B,j,m,K,c,l,A,P,9,h,c,R,R
p,t,y,Y,*,l,B,Z,P,c,B,D,c,u,k,^,5,I,d,l,},?,x,u,?,t,;,t,;,o,[,o,8,C,L,(,F,J,.,^,W,#,T,?,),A,6,k,d,h,4,*,:,$,L,a,_,D,S,;,;,M,Q,<,q,C,1,K,X,!,s,b,j,7,L,@,Z,G,3,3,l,U,>,;,<,<,f,n,;,6,$,5,1,),),m,^,3,o,4
.,%,7,W,H,b,g,F,Z,j,l,Z,",",X,z,[,n,@,_,^,<,Q,#,D,w,a,[,d,q,",",[,^,4,g,O,U,B,f,D,#,O,R,&,4,y,h,],i,y,2,&,S,o,M,1,),;,J,@,_,S,Q,X,(,m,7,O,U,t,),>,M,p,q,:,?,?,F,[,@,c,^,;,[,f,:,F,?,U,5,X,0,G,0,^,C,^,D,o,m
